Crime Date,Agency,Description,Type,Group
4-21-17,WILMINGTON PD,Vehicle Theft ,Vehicle theft,PROPERTY
4-20-17,WILMINGTON PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-20-17,WILMINGTON PD,Larceny/From Building,Theft,PROPERTY
4-20-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-19-17,WILMINGTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-18-17,WILMINGTON PD,Larceny/From Building,Theft,PROPERTY
4-17-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-15-17,WILMINGTON PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-15-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-15-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-15-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-10-17,WILMINGTON PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-06-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-05-17,WILMINGTON PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-05-17,WILMINGTON PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-05-17,WILMINGTON PD,Disorderly Conduct/Liquor Involvement,Disorderly conduct,OTHER
4-04-17,WILMINGTON PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-04-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-03-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-02-17,WILMINGTON PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-02-17,WILMINGTON PD,Larceny/From Building,Theft,PROPERTY
4-01-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-01-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-01-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
