Crime Date,Agency,Description,Type,Group
4-23-17,NEW CASTLE COUNTY PD,Robbery/Gun Highway,Robbery,VIOLENT
4-23-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-22-17,TROOP 2 STATE POLICE,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-20-17,TROOP 2 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-17-17,TROOP 2 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-17-17,TROOP 2 STATE POLICE,Driving Under the Influence/Liquor,Traffic,OTHER
4-17-17,TROOP 2 STATE POLICE,Driving Under the Influence/Liquor,Traffic,OTHER
4-16-17,TROOP 2 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-16-17,TROOP 2 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-16-17,TROOP 2 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-14-17,NEW CASTLE COUNTY PD,Domestic/Family/Verbal,Domestic,OTHER
4-13-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-13-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-13-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-13-17,NEW CASTLE COUNTY PD,Larceny/From All Other Yards,Theft,PROPERTY
4-12-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-09-17,TROOP 2 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-09-17,TROOP 2 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-09-17,TROOP 2 STATE POLICE,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-09-17,TROOP 2 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-09-17,TROOP 2 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-09-17,TROOP 2 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-09-17,TROOP 2 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-09-17,TROOP 2 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-08-17,TROOP 2 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
4-06-17,TROOP 2 STATE POLICE,Vehicle Theft Locally Stolen-Locally Recover,Vehicle theft,PROPERTY
4-05-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
3-31-17,NEW CASTLE COUNTY PD,IMPERSONATION,Fraud,OTHER
3-31-17,NEW CASTLE COUNTY PD,Cocaine/Possession,Drugs,DRUGS
3-31-17,NEW CASTLE COUNTY PD,Carrying Prohibited,Weapons,WEAPONS
