Crime Date,Agency,Description,Type,Group
4-26-17,DOVER PD,Larceny/From All Other Yards,Theft,PROPERTY
4-26-17,DOVER PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-26-17,DOVER PD,Loitering/Adult,Disorderly conduct,OTHER
4-24-17,DOVER PD,Damage/Business Property,Criminal mischief,OTHER
4-23-17,DOVER PD,Conditional Release Violation,Obstruction of justice -- courts,OTHER
4-23-17,DOVER PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-23-17,DOVER PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-22-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-22-17,DOVER PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-22-17,DOVER PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-22-17,DOVER PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-22-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-20-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-17-17,DOVER PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-15-17,DOVER PD,Heroin/Possession,Drugs,DRUGS
4-15-17,DOVER PD,Marijuana/Possession,Drugs,DRUGS
4-15-17,DOVER PD,Cocaine/Possession,Drugs,DRUGS
4-15-17,DOVER PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-15-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-13-17,DOVER PD,Theft/False Pretense or Promise,Fraud,OTHER
4-12-17,DOVER PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-12-17,DOVER PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-12-17,DOVER PD,Wearing a Disguise During the Commission of a Felony,Fraud,OTHER
4-12-17,DOVER PD,Possession of Weapon,Weapons,WEAPONS
4-12-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-11-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-11-17,DOVER PD,Trespassing/Free Text,Trespassing,OTHER
4-10-17,TROOP 3 STATE POLICE,Cocaine/Delivery,Drugs,DRUGS
4-09-17,DOVER PD,Damage/Private Property,Criminal mischief,OTHER
4-09-17,DOVER PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-09-17,DOVER PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-09-17,DOVER PD,Damage/Private Property,Criminal mischief,OTHER
4-09-17,DOVER PD,Trespassing/Free Text,Trespassing,OTHER
4-07-17,DOVER PD,Larceny/From Building,Theft,PROPERTY
4-07-17,DOVER PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-07-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-05-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-04-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-04-17,DOVER PD,Larceny/From Building,Theft,PROPERTY
4-04-17,DOVER PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-04-17,DOVER PD,Drug Overdose/Illegal Substances,Drugs,DRUGS
4-04-17,DOVER PD,Drug Overdose/Illegal Substances,Drugs,DRUGS
4-03-17,DOVER PD,Marijuana/Possession,Drugs,DRUGS
4-03-17,DOVER PD,Cocaine/Possession,Drugs,DRUGS
4-03-17,DOVER PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-03-17,DOVER PD,Traffic Offense/Free Text,Traffic,OTHER
4-03-17,DOVER PD,Trespassing/Free Text,Trespassing,OTHER
3-31-17,DOVER PD,Larceny/From Building,Theft,PROPERTY
3-31-17,DOVER PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
3-31-17,DOVER PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
3-31-17,DOVER PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
