Crime Date,Agency,Description,Type,Group
4-05-17,TROOP 3 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-05-17,TROOP 3 STATE POLICE,Heroin/Delivery,Drugs,DRUGS
4-05-17,TROOP 3 STATE POLICE,Heroin/Delivery,Drugs,DRUGS
4-05-17,TROOP 3 STATE POLICE,Heroin/Possession,Drugs,DRUGS
4-05-17,TROOP 3 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-05-17,TROOP 3 STATE POLICE,Traffic Offense/Free Text,Traffic,OTHER
4-05-17,TROOP 3 STATE POLICE,Traffic Offense/Free Text,Traffic,OTHER
3-30-17,TROOP 3 STATE POLICE,Cocaine/Possession,Drugs,DRUGS
3-30-17,TROOP 3 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
3-30-17,TROOP 3 STATE POLICE,Traffic Offense/Free Text,Traffic,OTHER
3-30-17,TROOP 3 STATE POLICE,Traffic Offense/Free Text,Traffic,OTHER
