Crime Date,Agency,Description,Type,Group
4-26-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-24-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-21-17,TROOP 3 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-18-17,TROOP 3 STATE POLICE,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-18-17,TROOP 3 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-12-17,TROOP 3 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-11-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-06-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-04-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-03-17,TROOP 3 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-03-17,TROOP 3 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
