Crime Date,Agency,Description,Type,Group
4-17-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-15-17,NEW CASTLE COUNTY PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-15-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-13-17,NEW CASTLE COUNTY PD,Conditional Release Violation,Obstruction of justice -- courts,OTHER
4-11-17,NEW CASTLE COUNTY PD,Contempt of Court,Obstruction of justice -- courts,OTHER
4-10-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-05-17,NEW CASTLE COUNTY PD,Larceny Controlled Substance Non Registered Facility,Theft,PROPERTY
4-04-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-04-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-04-17,NEW CASTLE COUNTY PD,Identity Theft, ,
4-02-17,NEW CASTLE COUNTY PD,Robbery/Gun Highway,Robbery,VIOLENT
4-02-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-02-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-01-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
4-01-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
3-31-17,NEW CASTLE COUNTY PD,Larceny/From Mail From All Other Yards,Theft,PROPERTY
3-31-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
3-31-17,NEW CASTLE COUNTY PD,Vehicle Theft Locally Stolen-Locally Recover,Vehicle theft,PROPERTY
3-30-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
3-30-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-30-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
