Crime Date,Agency,Description,Type,Group
4-27-17,WILMINGTON PD,Marijuana/Possession,Drugs,DRUGS
4-27-17,WILMINGTON PD,Traffic Offense/Free Text,Traffic,OTHER
4-23-17,WILMINGTON PD,Vehicle Theft ,Vehicle theft,PROPERTY
4-20-17,WILMINGTON PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-20-17,WILMINGTON PD,Carrying Prohibited,Weapons,WEAPONS
4-19-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-18-17,WILMINGTON PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-11-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-10-17,WILMINGTON PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-10-17,WILMINGTON PD,Larceny/From Building,Theft,PROPERTY
4-10-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-06-17,WILMINGTON PD,Identity Theft, ,
4-06-17,WILMINGTON PD,Conditional Release Violation,Obstruction of justice -- courts,OTHER
3-31-17,WILMINGTON PD,Larceny/From Building,Theft,PROPERTY
3-30-17,WILMINGTON PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
3-30-17,WILMINGTON PD,Resisting Arrest,Obstruction of justice -- police,OTHER
3-30-17,WILMINGTON PD,Resisting Arrest,Obstruction of justice -- police,OTHER
3-30-17,WILMINGTON PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
3-30-17,WILMINGTON PD,Loitering/Juveniles,Disorderly conduct,OTHER
3-30-17,WILMINGTON PD,Loitering/Juveniles,Disorderly conduct,OTHER
3-30-17,WILMINGTON PD,Unauthorized Use of Motor Vehicle,Vehicle theft,PROPERTY
3-30-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
3-30-17,WILMINGTON PD,Conditional Release Violation,Obstruction of justice -- courts,OTHER
