Crime Date,Agency,Description,Type,Group
4-24-17,DOVER PD,Larceny/From Building,Theft,PROPERTY
4-24-17,DOVER PD,Trespassing/Free Text,Trespassing,OTHER
4-23-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-23-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-23-17,DOVER PD,Theft/False Pretense or Promise,Fraud,OTHER
4-21-17,TROOP 3 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-20-17,DOVER PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-20-17,DOVER PD,Drunkenness/Adults Only,Drunkeness,OTHER
4-20-17,DOVER PD,Disorderly Conduct/Liquor Involvement,Disorderly conduct,OTHER
4-18-17,DOVER PD,Domestic/Family/Verbal,Domestic,OTHER
4-17-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-17-17,DOVER PD,Public Peace/Free Text/Criminal Nuisance,Disorderly conduct,OTHER
4-13-17,DOVER PD,Public Peace/Free Text/Criminal Nuisance,Disorderly conduct,OTHER
4-11-17,DOVER PD,Heroin/Possession with Intent to Deliver,Drugs,DRUGS
4-11-17,DOVER PD,Heroin/Possession,Drugs,DRUGS
4-11-17,DOVER PD,Marijuana/Possession with Intent to Deliver,Drugs,DRUGS
4-11-17,DOVER PD,Marijuana/Possession,Drugs,DRUGS
4-11-17,DOVER PD,Cocaine/Possession with Intent to Deliver,Drugs,DRUGS
4-11-17,DOVER PD,Cocaine/Possession,Drugs,DRUGS
4-11-17,DOVER PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-11-17,DOVER PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-11-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-11-17,DOVER PD,Carrying Prohibited,Weapons,WEAPONS
4-11-17,DOVER PD,Carrying Prohibited,Weapons,WEAPONS
4-11-17,DOVER PD,Weapon Offense/Free Text,Weapons,WEAPONS
4-10-17,DOVER PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-08-17,DOVER PD,Domestic/Family/Verbal,Domestic,OTHER
4-06-17,DOVER PD,Domestic/Family/Verbal,Domestic,OTHER
4-05-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
3-31-17,DOVER PD,Domestic/Non-Family/Verbal,Domestic,OTHER
