Crime Date,Agency,Description,Type,Group
4-19-17,TROOP 3 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
4-19-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-19-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-19-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-19-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-19-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-19-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-19-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-19-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-19-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-18-17,TROOP 3 STATE POLICE,Identity Theft, ,
4-18-17,TROOP 3 STATE POLICE,Drug Overdose/Illegal Substances,Drugs,DRUGS
4-08-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-03-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
