Crime Date,Agency,Description,Type,Group
4-25-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-15-17,NEW CASTLE COUNTY PD,Simple Assault/Police Officer/Other Assaults/Non-Aggravated,Assault,OTHER
4-15-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-15-17,NEW CASTLE COUNTY PD,Disorderly Conduct/Liquor Involvement,Disorderly conduct,OTHER
4-11-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-07-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-03-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-03-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-03-17,NEW CASTLE COUNTY PD,Resisting Arrest,Obstruction of justice -- police,OTHER
3-30-17,TROOP 2 STATE POLICE,Heroin/Delivery,Drugs,DRUGS
3-30-17,TROOP 2 STATE POLICE,Heroin/Delivery,Drugs,DRUGS
