Crime Date,Agency,Description,Type,Group
4-27-17,NEWARK PD,Larceny/From Building,Theft,PROPERTY
4-24-17,NEWARK PD,Damage/Private Property,Criminal mischief,OTHER
4-24-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-16-17,NEWARK PD,Consumption of Liquor/Underage,Drunkeness,OTHER
4-07-17,NEWARK PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-03-17,NEWARK PD,Trespassing/Free Text,Trespassing,OTHER
4-02-17,NEWARK PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-01-17,NEWARK PD,Larceny/Vehicle Parts/From Auto/Attached,Theft,PROPERTY
4-01-17,NEWARK PD,Trespassing/Free Text,Trespassing,OTHER
3-30-17,NEWARK PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
3-30-17,NEWARK PD,Trespassing/Free Text,Trespassing,OTHER
