Crime Date,Agency,Description,Type,Group
4-23-17,NEW CASTLE COUNTY PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-11-17,NEWARK PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-11-17,NEWARK PD,Non-Moving Violation/Abandoned Vehicle/Tampering with Vehicle/Etc.,Traffic,OTHER
4-11-17,NEWARK PD,Traffic Offense/Free Text,Traffic,OTHER
4-06-17,NEWARK PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-04-17,NEWARK PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-04-17,NEWARK PD,Hit and Run,Traffic,OTHER
4-04-17,NEWARK PD,Hit and Run,Traffic,OTHER
4-04-17,NEWARK PD,Hit and Run,Traffic,OTHER
4-04-17,NEWARK PD,Hit and Run,Traffic,OTHER
