Crime Date,Agency,Description,Type,Group
4-27-17,WILMINGTON PD,Heroin/Possession with Intent to Deliver,Drugs,DRUGS
4-27-17,WILMINGTON PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-27-17,WILMINGTON PD,Anarchism, ,
4-26-17,WILMINGTON PD,Homicide - Willful Kill - Gun ,Homicide (including attempts),VIOLENT
4-26-17,WILMINGTON PD,Possession of Weapon,Weapons,WEAPONS
4-26-17,WILMINGTON PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-26-17,WILMINGTON PD,Riot/Interfere/Police Officer,Disorderly conduct,OTHER
4-24-17,WILMINGTON PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-24-17,WILMINGTON PD,Burglary/Possession of Tools,Burglary,PROPERTY
4-24-17,WILMINGTON PD,Larceny/From Building,Theft,PROPERTY
4-24-17,WILMINGTON PD,Cocaine/Possession,Drugs,DRUGS
4-24-17,WILMINGTON PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-24-17,WILMINGTON PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-23-17,WILMINGTON PD,Receiving Stolen Property,Stolen property,OTHER
4-23-17,WILMINGTON PD,Possession of Stolen Vehicle,Traffic,OTHER
4-23-17,WILMINGTON PD,Possession of Stolen Vehicle,Traffic,OTHER
4-23-17,WILMINGTON PD,Possession of Stolen Vehicle,Traffic,OTHER
4-23-17,WILMINGTON PD,Possession of Stolen Vehicle,Traffic,OTHER
4-18-17,WILMINGTON PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-14-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-14-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-14-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-14-17,WILMINGTON PD,Conservation/Free Text,Conservation,OTHER
4-12-17,WILMINGTON PD,Trespassing/Free Text,Trespassing,OTHER
4-12-17,WILMINGTON PD,Trespassing/Free Text,Trespassing,OTHER
4-12-17,WILMINGTON PD,Trespassing/Free Text,Trespassing,OTHER
4-12-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-11-17,WILMINGTON PD,Robbery/Other Weapon Highway,Robbery,VIOLENT
4-11-17,WILMINGTON PD,Simple Assault/Police Officer/Other Assaults/Non-Aggravated,Assault,OTHER
4-11-17,WILMINGTON PD,Simple Assault/Police Officer/Other Assaults/Non-Aggravated,Assault,OTHER
4-11-17,WILMINGTON PD,Simple Assault/Police Officer/Other Assaults/Non-Aggravated,Assault,OTHER
4-11-17,WILMINGTON PD,Simple Assault/Police Officer/Other Assaults/Non-Aggravated,Assault,OTHER
4-11-17,WILMINGTON PD,Loitering/Adult,Disorderly conduct,OTHER
4-11-17,WILMINGTON PD,Assault on a Law Enforcement Animal, ,
4-09-17,WILMINGTON PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-06-17,WILMINGTON PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-06-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-06-17,WILMINGTON PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-06-17,WILMINGTON PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-05-17,WILMINGTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-03-17,WILMINGTON PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-02-17,WILMINGTON PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-02-17,WILMINGTON PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-02-17,WILMINGTON PD,Damage/Business Property,Criminal mischief,OTHER
4-02-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
3-30-17,WILMINGTON PD,Domestic/Non-Family/Verbal,Domestic,OTHER
3-30-17,WILMINGTON PD,Marijuana/Possession,Drugs,DRUGS
3-30-17,WILMINGTON PD,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
3-30-17,WILMINGTON PD,Carrying Prohibited,Weapons,WEAPONS
3-30-17,WILMINGTON PD,Carrying Prohibited,Weapons,WEAPONS
3-30-17,WILMINGTON PD,Carrying Prohibited,Weapons,WEAPONS
3-30-17,WILMINGTON PD,Carrying Prohibited,Weapons,WEAPONS
3-30-17,WILMINGTON PD,Carrying Prohibited,Weapons,WEAPONS
