Crime Date,Agency,Description,Type,Group
4-21-17,TROOP 6 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-20-17,TROOP 6 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-18-17,TROOP 6 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-18-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-18-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-18-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-17-17,TROOP 6 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-17-17,TROOP 6 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-17-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-14-17,DIVISION OF GAMING ENFORCEMENT,Larceny/From Building,Theft,PROPERTY
4-13-17,TROOP 6 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-06-17,TROOP 6 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-06-17,TROOP 6 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
4-05-17,TROOP 6 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-31-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
3-31-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
3-31-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
3-30-17,TROOP 6 STATE POLICE,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
