Crime Date,Agency,Description,Type,Group
4-20-17,MIDDLETOWN POLICE DEPARTMENT,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-20-17,MIDDLETOWN POLICE DEPARTMENT,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,MIDDLETOWN POLICE DEPARTMENT,Larceny/From All Other Yards,Theft,PROPERTY
4-18-17,MIDDLETOWN POLICE DEPARTMENT,IMPERSONATION,Fraud,OTHER
4-18-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-15-17,MIDDLETOWN POLICE DEPARTMENT,Domestic/Family/Verbal,Domestic,OTHER
4-15-17,MIDDLETOWN POLICE DEPARTMENT,Domestic/Family/Verbal,Domestic,OTHER
4-13-17,MIDDLETOWN POLICE DEPARTMENT,Damage/Private Property,Criminal mischief,OTHER
4-10-17,MIDDLETOWN POLICE DEPARTMENT,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-09-17,MIDDLETOWN POLICE DEPARTMENT,Domestic/Family/Verbal,Domestic,OTHER
4-08-17,MIDDLETOWN POLICE DEPARTMENT,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-06-17,MIDDLETOWN POLICE DEPARTMENT,Expiration of Registration/Title Transfer,Traffic,OTHER
4-06-17,MIDDLETOWN POLICE DEPARTMENT,Domestic/Family/Verbal,Domestic,OTHER
4-03-17,MIDDLETOWN POLICE DEPARTMENT,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-03-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-03-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-03-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-02-17,MIDDLETOWN POLICE DEPARTMENT,Larceny/From Building,Theft,PROPERTY
4-02-17,MIDDLETOWN POLICE DEPARTMENT,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-02-17,MIDDLETOWN POLICE DEPARTMENT,Domestic/Non-Family/Verbal,Domestic,OTHER
4-01-17,MIDDLETOWN POLICE DEPARTMENT,Unauthorized Use of Motor Vehicle,Vehicle theft,PROPERTY
3-31-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
3-31-17,MIDDLETOWN POLICE DEPARTMENT,Larceny/Shoplifting,Theft,PROPERTY
3-30-17,MIDDLETOWN POLICE DEPARTMENT,Larceny/From All Other Yards,Theft,PROPERTY
