Crime Date,Agency,Description,Type,Group
4-22-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-20-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-20-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-08-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-05-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-01-17,NEW CASTLE COUNTY PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-01-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-01-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-01-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-01-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
