Crime Date,Agency,Description,Type,Group
4-21-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-21-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-19-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-19-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-18-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-11-17,NEW CASTLE COUNTY PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-11-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-11-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-11-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-11-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-11-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-10-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-08-17,TROOP 1 STATE POLICE,Larceny/From All Other Yards,Theft,PROPERTY
4-01-17,TROOP 1 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-01-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-01-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
