Crime Date,Agency,Description,Type,Group
4-22-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-22-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-17-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-15-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Domestic/Non-Family/Verbal,Domestic,OTHER
4-14-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Possession of Drug Paraphernalia,Drugs,DRUGS
4-14-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-14-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Larceny/From Building,Theft,PROPERTY
4-13-17,DOVER PD,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-13-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-13-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Larceny/From All Other Yards,Theft,PROPERTY
4-13-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-13-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Obstructing Police/Hindering Police Officer/Free Text,Obstruction of justice -- police,OTHER
4-12-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-12-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Passport Counterfeiting,Forgery,OTHER
4-12-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Theft/False Pretense or Promise,Fraud,OTHER
4-12-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Marijuana/Possession,Drugs,DRUGS
4-10-17,DOVER PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-10-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Domestic/Non-Family/Verbal,Domestic,OTHER
4-08-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-06-17,DOVER PD,Heroin/Possession with Intent to Deliver,Drugs,DRUGS
4-06-17,DOVER PD,Cocaine/Possession,Drugs,DRUGS
4-06-17,DOVER PD,Synthetic Narcotic/Possession,Drugs,DRUGS
4-06-17,DOVER PD,Synthetic Narcotic/Possession,Drugs,DRUGS
4-06-17,DOVER PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-05-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-04-17,DOVER PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-04-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Damage/Business Property,Criminal mischief,OTHER
4-01-17,DOVER PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-01-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Trespassing/Free Text,Trespassing,OTHER
4-01-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Trespassing/Free Text,Trespassing,OTHER
4-01-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
3-31-17,DOVER PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
3-30-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,IMPERSONATION,Fraud,OTHER
3-30-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Marijuana/Possession,Drugs,DRUGS
3-30-17,DELAWARE STATE UNIVERSITY POLICE DEPT.,Conditional Release Violation,Obstruction of justice -- courts,OTHER
