Crime Date,Agency,Description,Type,Group
4-27-17,NEW CASTLE COUNTY PD,Robbery/Gun Residence,Robbery,VIOLENT
4-27-17,NEW CASTLE COUNTY PD,Robbery/Gun Residence,Robbery,VIOLENT
4-27-17,NEW CASTLE COUNTY PD,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
4-25-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-25-17,NEW CASTLE COUNTY PD,Wearing a Disguise During the Commission of a Felony,Fraud,OTHER
4-24-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-22-17,NEW CASTLE COUNTY PD,Possession of Stolen Property,Stolen property,OTHER
4-22-17,NEW CASTLE COUNTY PD,Possession of Stolen Property,Stolen property,OTHER
4-22-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-22-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-21-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-21-17,NEW CASTLE COUNTY PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-21-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-21-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-21-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-19-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-19-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-19-17,NEW CASTLE COUNTY PD,Contempt of Court,Obstruction of justice -- courts,OTHER
4-18-17,TROOP 2 STATE POLICE,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-18-17,NEW CASTLE COUNTY PD,Unauthorized Use of Motor Vehicle,Vehicle theft,PROPERTY
4-14-17,TROOP 2 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-14-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-13-17,NEW CASTLE COUNTY PD,Aggravated Assault/Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-13-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-13-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-13-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-13-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-09-17,NEW CASTLE COUNTY PD,Contempt of Court,Obstruction of justice -- courts,OTHER
4-07-17,TROOP 2 STATE POLICE,Cocaine/Possession,Drugs,DRUGS
4-07-17,TROOP 2 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-07-17,TROOP 2 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-07-17,TROOP 2 STATE POLICE,Larceny/Vehicle Parts/From Auto/Attached,Theft,PROPERTY
4-06-17,TROOP 2 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-05-17,TROOP 2 STATE POLICE,Resisting Arrest,Obstruction of justice -- police,OTHER
4-05-17,TROOP 2 STATE POLICE,Disorderly Conduct/Liquor Involvement,Disorderly conduct,OTHER
4-05-17,NEW CASTLE COUNTY PD,Burglary/Forced Entry/NonResidence,Burglary,PROPERTY
4-05-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-05-17,NEW CASTLE COUNTY PD,Damage/Business Property,Criminal mischief,OTHER
4-04-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-04-17,NEW CASTLE COUNTY PD,Conditional Release Violation,Obstruction of justice -- courts,OTHER
4-04-17,NEW CASTLE COUNTY PD,IMPERSONATION,Fraud,OTHER
4-04-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-04-17,NEW CASTLE COUNTY PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-04-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-04-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-04-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-04-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-02-17,TROOP 2 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-02-17,TROOP 2 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
