Crime Date,Agency,Description,Type,Group
4-21-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-21-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-21-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-21-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-20-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/NonResidence,Burglary,PROPERTY
4-20-17,NEW CASTLE COUNTY PD,Theft/Other Motor Vehicle ,Vehicle theft,PROPERTY
4-20-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-20-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-20-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-20-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-20-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-20-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-14-17,NEW CASTLE COUNTY PD,Domestic/Family/Verbal,Domestic,OTHER
4-13-17,NEW CASTLE COUNTY PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-13-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-13-17,NEW CASTLE COUNTY PD,Vehicle Theft Locally Stolen-Locally Recover,Vehicle theft,PROPERTY
4-13-17,NEW CASTLE COUNTY PD,Vehicle Theft Locally Stolen-Locally Recover,Vehicle theft,PROPERTY
4-11-17,TROOP 2 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-10-17,NEW CASTLE COUNTY PD,Contempt of Court,Obstruction of justice -- courts,OTHER
4-09-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-09-17,NEW CASTLE COUNTY PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-07-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-06-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-06-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-05-17,NEW CASTLE COUNTY PD,Conditional Release Violation,Obstruction of justice -- courts,OTHER
4-05-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-03-17,TROOP 2 STATE POLICE,Unauthorized Use of Motor Vehicle,Vehicle theft,PROPERTY
4-03-17,NEW CASTLE COUNTY PD,Hit and Run,Traffic,OTHER
4-03-17,NEW CASTLE COUNTY PD,Hit and Run,Traffic,OTHER
4-03-17,NEW CASTLE COUNTY PD,Hit and Run,Traffic,OTHER
4-01-17,TROOP 2 STATE POLICE,Unauthorized Use of Motor Vehicle,Vehicle theft,PROPERTY
4-01-17,TROOP 2 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
3-31-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
3-31-17,NEW CASTLE COUNTY PD,Heroin/Possession with Intent to Deliver,Drugs,DRUGS
