Crime Date,Agency,Description,Type,Group
4-21-17,TROOP 7 STATE POLICE,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-17-17,TROOP 7 STATE POLICE,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-15-17,TROOP 7 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-13-17,TROOP 7 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-13-17,TROOP 7 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-13-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-31-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
3-31-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-31-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-30-17,TROOP 7 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
