Crime Date,Agency,Description,Type,Group
4-19-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-19-17,TROOP 3 STATE POLICE,Larceny/From All Other Yards,Theft,PROPERTY
4-18-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-11-17,TROOP 3 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-08-17,TROOP 3 STATE POLICE,Simple Assault/Police Officer/Other Assaults/Non-Aggravated,Assault,OTHER
4-08-17,TROOP 3 STATE POLICE,Aggravated Assault/Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
4-08-17,TROOP 3 STATE POLICE,Aggravated Assault/Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
4-08-17,TROOP 3 STATE POLICE,Aggravated Assault/Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
4-08-17,TROOP 3 STATE POLICE,Aggravated Assault/Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-08-17,TROOP 3 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-08-17,TROOP 3 STATE POLICE,Resisting Arrest,Obstruction of justice -- police,OTHER
4-08-17,TROOP 3 STATE POLICE,Possession of Weapon,Weapons,WEAPONS
4-07-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-06-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
