Crime Date,Agency,Description,Type,Group
4-15-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
4-15-17,NEW CASTLE COUNTY PD,Cocaine/Possession,Drugs,DRUGS
4-15-17,NEW CASTLE COUNTY PD,Moving Violation/Traffic,Traffic,OTHER
4-10-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-10-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-08-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-04-17,NEW CASTLE COUNTY PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-04-17,NEW CASTLE COUNTY PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-04-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-02-17,NEW CASTLE COUNTY PD,Domestic/Family/Verbal,Domestic,OTHER
3-30-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
