Crime Date,Agency,Description,Type,Group
4-23-17,TROOP 5 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-21-17,TROOP 5 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-21-17,TROOP 5 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-18-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-16-17,TROOP 5 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-10-17,TROOP 5 STATE POLICE,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-09-17,TROOP 5 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-06-17,TROOP 5 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-06-17,TROOP 5 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-02-17,TROOP 5 STATE POLICE,Unauthorized Use of Motor Vehicle,Vehicle theft,PROPERTY
3-31-17,TROOP 5 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
3-31-17,TROOP 5 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
