Crime Date,Agency,Description,Type,Group
4-20-17,TROOP 9 STATE POLICE,Burglary/Forced Entry/NonResidence,Burglary,PROPERTY
4-20-17,TROOP 9 STATE POLICE,Damage/Business Property,Criminal mischief,OTHER
4-20-17,TROOP 9 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-18-17,TROOP 9 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-16-17,TROOP 9 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-16-17,TROOP 9 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-16-17,TROOP 9 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-11-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-09-17,TROOP 9 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-07-17,TROOP 9 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-06-17,TROOP 9 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-04-17,TROOP 9 STATE POLICE,Fraud/Swindle/Flimflam,Fraud,OTHER
4-04-17,TROOP 9 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-03-17,TROOP 9 STATE POLICE,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-03-17,TROOP 9 STATE POLICE,Damage/Business Property,Criminal mischief,OTHER
4-03-17,TROOP 9 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-03-17,TROOP 9 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
