Crime Date,Agency,Description,Type,Group
4-26-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-21-17,NEW CASTLE COUNTY PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-21-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-19-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-19-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-09-17,NEW CASTLE COUNTY PD,Heroin/Possession,Drugs,DRUGS
4-09-17,NEW CASTLE COUNTY PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-08-17,NEW CASTLE COUNTY PD,Domestic/Family/Verbal,Domestic,OTHER
4-07-17,NEW CASTLE COUNTY PD,Conditional Release Violation,Obstruction of justice -- courts,OTHER
4-06-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-06-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-06-17,DELAWARE SEX OFFENDER UNIT,Failure to Register as Sex Offender, ,
4-02-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-01-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
