Crime Date,Agency,Description,Type,Group
4-26-17,UNIVERSITY OF DE. POLICE DEPT.,Receiving Stolen Property,Stolen property,OTHER
4-26-17,UNIVERSITY OF DE. POLICE DEPT.,Larceny/Bicycles,Theft,PROPERTY
4-26-17,UNIVERSITY OF DE. POLICE DEPT.,Possession of Stolen Property,Stolen property,OTHER
4-26-17,UNIVERSITY OF DE. POLICE DEPT.,Damage/Private Property,Criminal mischief,OTHER
4-23-17,NEWARK PD,Larceny/From Building,Theft,PROPERTY
4-23-17,UNIVERSITY OF DE. POLICE DEPT.,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-23-17,UNIVERSITY OF DE. POLICE DEPT.,Damage/Business Property,Criminal mischief,OTHER
4-22-17,UNIVERSITY OF DE. POLICE DEPT.,Domestic/Non-Family/Verbal,Domestic,OTHER
4-21-17,UNIVERSITY OF DE. POLICE DEPT.,Marijuana/Possession,Drugs,DRUGS
4-21-17,UNIVERSITY OF DE. POLICE DEPT.,Liquor/Underage Possession,Liquor,OTHER
4-21-17,UNIVERSITY OF DE. POLICE DEPT.,Aggravated Assault/Non-Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
4-21-17,UNIVERSITY OF DE. POLICE DEPT.,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-15-17,UNIVERSITY OF DE. POLICE DEPT.,Marijuana/Possession,Drugs,DRUGS
4-13-17,UNIVERSITY OF DE. POLICE DEPT.,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-11-17,NEWARK PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-11-17,UNIVERSITY OF DE. POLICE DEPT.,Larceny/Bicycles,Theft,PROPERTY
4-10-17,UNIVERSITY OF DE. POLICE DEPT.,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-09-17,UNIVERSITY OF DE. POLICE DEPT.,Damage/Public Property,Criminal mischief,OTHER
4-09-17,UNIVERSITY OF DE. POLICE DEPT.,Disorderly Conduct/Liquor Involvement,Disorderly conduct,OTHER
4-07-17,UNIVERSITY OF DE. POLICE DEPT.,Consumption of Liquor/Underage,Drunkeness,OTHER
4-03-17,NEWARK PD,Disorderly Conduct/Liquor Involvement,Disorderly conduct,OTHER
4-02-17,UNIVERSITY OF DE. POLICE DEPT.,Liquor/Underage Possession,Liquor,OTHER
4-02-17,UNIVERSITY OF DE. POLICE DEPT.,Consumption of Liquor/Underage,Drunkeness,OTHER
4-02-17,UNIVERSITY OF DE. POLICE DEPT.,Damage/Business Property,Criminal mischief,OTHER
4-02-17,UNIVERSITY OF DE. POLICE DEPT.,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-01-17,UNIVERSITY OF DE. POLICE DEPT.,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
4-01-17,UNIVERSITY OF DE. POLICE DEPT.,Expiration of Registration/Title Transfer,Traffic,OTHER
4-01-17,UNIVERSITY OF DE. POLICE DEPT.,Traffic Offense/Free Text,Traffic,OTHER
