Crime Date,Agency,Description,Type,Group
4-23-17,DOVER PD,Kidnap/Free Text,Kidnap,VIOLENT
4-23-17,DOVER PD,Aggravated Assault/Non-Family Strong-Arm/Hands/Fist/Feet,Aggravated assault,VIOLENT
4-23-17,DOVER PD,Obstructing Police/Hindering Police Officer/Free Text,Obstruction of justice -- police,OTHER
4-04-17,DOVER PD,Drunkenness/Adults Only,Drunkeness,OTHER
4-04-17,DOVER PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-04-17,DOVER PD,Disorderly Conduct/Liquor Involvement,Disorderly conduct,OTHER
4-03-17,DOVER PD,Marijuana/Possession,Drugs,DRUGS
4-03-17,DOVER PD,Marijuana/Possession,Drugs,DRUGS
4-03-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-03-17,DOVER PD,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
4-03-17,DOVER PD,Carrying Prohibited,Weapons,WEAPONS
4-02-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-02-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
