Crime Date,Agency,Description,Type,Group
4-22-17,DOVER PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-20-17,DOVER PD,Theft/False Pretense or Promise,Fraud,OTHER
4-20-17,DOVER PD,Theft/False Pretense or Promise,Fraud,OTHER
4-20-17,DOVER PD,Theft/False Pretense or Promise,Fraud,OTHER
4-19-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-18-17,DOVER PD,Domestic/Family/Verbal,Domestic,OTHER
4-14-17,DOVER PD,Damage/Private Property,Criminal mischief,OTHER
4-12-17,DOVER PD,Domestic/Family/Verbal,Domestic,OTHER
4-09-17,DOVER PD,Domestic/Family/Verbal,Domestic,OTHER
4-07-17,DOVER PD,Damage/Private Property,Criminal mischief,OTHER
4-06-17,DOVER PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-03-17,DOVER PD,Domestic/Family/Verbal,Domestic,OTHER
4-01-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-01-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
