Crime Date,Agency,Description,Type,Group
4-26-17,TROOP 3 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
4-24-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-23-17,TROOP 3 STATE POLICE,Hit and Run,Traffic,OTHER
4-23-17,TROOP 3 STATE POLICE,Hit and Run,Traffic,OTHER
4-23-17,TROOP 3 STATE POLICE,Hit and Run,Traffic,OTHER
4-23-17,TROOP 3 STATE POLICE,Hit and Run,Traffic,OTHER
4-23-17,TROOP 3 STATE POLICE,Hit and Run,Traffic,OTHER
4-23-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-21-17,TROOP 3 STATE POLICE,Conditional Release Violation,Obstruction of justice -- courts,OTHER
4-21-17,TROOP 3 STATE POLICE,Larceny/From All Other Yards,Theft,PROPERTY
4-21-17,TROOP 3 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-20-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-19-17,TROOP 3 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-19-17,TROOP 3 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
4-19-17,TROOP 3 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
4-18-17,TROOP 3 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-18-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-12-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-11-17,TROOP 3 STATE POLICE,Larceny/From Bank From Building,Theft,PROPERTY
4-11-17,TROOP 3 STATE POLICE,Opium or Derivative/Possession,Drugs,DRUGS
4-11-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-11-17,TROOP 3 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-11-17,TROOP 3 STATE POLICE,Obstructing a Criminal Investigation/Material Witness/Hindering Prosecution,Obstruction of justice -- police,OTHER
4-11-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-11-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-11-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-09-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-07-17,TROOP 3 STATE POLICE,Larceny/No Force/Purse Snatching,Theft,PROPERTY
4-07-17,TROOP 3 STATE POLICE,Larceny/No Force/Purse Snatching,Theft,PROPERTY
4-07-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-07-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-07-17,TROOP 3 STATE POLICE,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-07-17,TROOP 3 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-07-17,TROOP 3 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-07-17,TROOP 3 STATE POLICE,Theft/False Pretense or Promise,Fraud,OTHER
4-06-17,TROOP 3 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-06-17,TROOP 3 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-05-17,TROOP 3 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-05-17,TROOP 3 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-04-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-04-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-04-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-03-17,TROOP 3 STATE POLICE,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-03-17,TROOP 3 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-03-17,TROOP 3 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-03-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-03-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-03-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-03-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-01-17,TROOP 3 STATE POLICE,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-01-17,TROOP 3 STATE POLICE,Disorderly Conduct/Liquor Involvement,Disorderly conduct,OTHER
3-31-17,TROOP 3 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
3-30-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-30-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-30-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-30-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-30-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
