Crime Date,Agency,Description,Type,Group
4-24-17,TROOP 6 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
4-23-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-23-17,NEW CASTLE COUNTY PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-23-17,NEW CASTLE COUNTY PD,Disturbing the Peace/Public Nuisance,Disorderly conduct,OTHER
4-22-17,TROOP 6 STATE POLICE,Damage/Public Property,Criminal mischief,OTHER
4-21-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-12-17,NEW CASTLE COUNTY PD,Heroin/Possession,Drugs,DRUGS
4-12-17,NEW CASTLE COUNTY PD,Larceny/From All Other Yards,Theft,PROPERTY
4-12-17,NEW CASTLE COUNTY PD,Larceny/From All Other Yards,Theft,PROPERTY
4-11-17,NEW CASTLE COUNTY PD,Domestic/Family/Verbal,Domestic,OTHER
4-10-17,TROOP 6 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-10-17,TROOP 6 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-10-17,TROOP 6 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-10-17,TROOP 6 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-10-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-10-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-10-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-10-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-10-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-08-17,NEW CASTLE COUNTY PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-07-17,TROOP 6 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-07-17,TROOP 6 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-07-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-07-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-06-17,NEW CASTLE COUNTY PD,Forgery/Free Text,Forgery,OTHER
4-06-17,NEW CASTLE COUNTY PD,IMPERSONATION,Fraud,OTHER
4-06-17,NEW CASTLE COUNTY PD,Identity Theft, ,
4-06-17,NEW CASTLE COUNTY PD,Cocaine/Delivery,Drugs,DRUGS
4-06-17,NEW CASTLE COUNTY PD,Cocaine/Delivery,Drugs,DRUGS
4-05-17,TROOP 6 STATE POLICE,Public Peace/Free Text/Criminal Nuisance,Disorderly conduct,OTHER
4-05-17,TROOP 6 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-05-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-05-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-03-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-01-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-01-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-01-17,NEW CASTLE COUNTY PD,Vehicle Theft Locally Stolen-Locally Recover,Vehicle theft,PROPERTY
3-30-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-30-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
3-30-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
3-30-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
3-30-17,NEW CASTLE COUNTY PD,Violation of Protection From Abuse Order (PFA),Obstruction of justice -- courts,OTHER
3-30-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
