Crime Date,Agency,Description,Type,Group
4-21-17,TROOP 3 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-21-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-19-17,TROOP 3 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-18-17,TROOP 3 STATE POLICE,Aggravated Assault/Non-Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
4-18-17,TROOP 3 STATE POLICE,Aggravated Assault/Non-Family Strong-Arm/Hands/Fist/Feet,Aggravated assault,VIOLENT
4-18-17,TROOP 3 STATE POLICE,Aggravated Assault/Non-Family Strong-Arm/Hands/Fist/Feet,Aggravated assault,VIOLENT
4-18-17,TROOP 3 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-18-17,TROOP 3 STATE POLICE,Possession of Weapon,Weapons,WEAPONS
4-17-17,TROOP 3 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-12-17,TROOP 3 STATE POLICE,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-09-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-04-17,CAPITOL POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
3-31-17,TROOP 3 STATE POLICE,Cocaine/Delivery,Drugs,DRUGS
