Crime Date,Agency,Description,Type,Group
4-17-17,TROOP 4 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-15-17,TROOP 5 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-15-17,TROOP 5 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-14-17,TROOP 5 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-12-17,SEAFORD PD,Heroin/Possession,Drugs,DRUGS
4-10-17,SEAFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-09-17,SEAFORD PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-08-17,SEAFORD PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-01-17,SEAFORD PD,Heroin/Possession,Drugs,DRUGS
3-31-17,SEAFORD PD,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
3-31-17,SEAFORD PD,Carrying Prohibited,Weapons,WEAPONS
3-31-17,SEAFORD PD,Carrying Prohibited,Weapons,WEAPONS
3-31-17,SEAFORD PD,Possession of Weapon,Weapons,WEAPONS
3-31-17,SEAFORD PD,Moving Violation/Traffic,Traffic,OTHER
3-31-17,SEAFORD PD,Moving Violation/Traffic,Traffic,OTHER
3-31-17,SEAFORD PD,Moving Violation/Traffic,Traffic,OTHER
3-31-17,SEAFORD PD,Moving Violation/Traffic,Traffic,OTHER
