Crime Date,Agency,Description,Type,Group
4-25-17,TROOP 9 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-24-17,SMYRNA PD,Larceny/From Building,Theft,PROPERTY
4-24-17,SMYRNA PD,Larceny/From Building,Theft,PROPERTY
4-24-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-23-17,TROOP 9 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-23-17,TROOP 9 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-20-17,TROOP 9 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-19-17,SMYRNA PD,Larceny/Shoplifting,Theft,PROPERTY
4-19-17,DHSS ANIMAL WELFARE,Delinquency,Delinquency,OTHER
4-19-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-19-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-18-17,TROOP 9 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-18-17,SMYRNA PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-16-17,SMYRNA PD,Trespassing/Free Text,Trespassing,OTHER
4-16-17,SMYRNA PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-16-17,SMYRNA PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-16-17,SMYRNA PD,Larceny/From Building,Theft,PROPERTY
4-16-17,SMYRNA PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-15-17,SMYRNA PD,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-15-17,SMYRNA PD,Damage/Private Property,Criminal mischief,OTHER
4-14-17,TROOP 9 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-14-17,TROOP 9 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-14-17,SMYRNA PD,Larceny/From Building,Theft,PROPERTY
4-14-17,SMYRNA PD,Damage/Business Property,Criminal mischief,OTHER
4-14-17,SMYRNA PD,Theft of Services From All Other Yards,Theft,PROPERTY
4-14-17,SMYRNA PD,Larceny/Bicycles,Theft,PROPERTY
4-12-17,SMYRNA PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-08-17,SMYRNA PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-08-17,SMYRNA PD,Larceny/Shoplifting,Theft,PROPERTY
4-08-17,SMYRNA PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-08-17,SMYRNA PD,Trespassing/Free Text,Trespassing,OTHER
4-08-17,SMYRNA PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-07-17,TROOP 9 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-07-17,TROOP 9 STATE POLICE,Aggravated Assault/Family Knife/Cutting Instrument,Aggravated assault,VIOLENT
4-07-17,TROOP 9 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-07-17,TROOP 9 STATE POLICE,Possession of Weapon,Weapons,WEAPONS
4-04-17,SMYRNA PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-03-17,TROOP 9 STATE POLICE,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-03-17,TROOP 9 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-03-17,TROOP 9 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-03-17,TROOP 9 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-03-17,TROOP 9 STATE POLICE,Public Peace/Free Text/Criminal Nuisance,Disorderly conduct,OTHER
4-01-17,SMYRNA PD,Trespassing/Free Text,Trespassing,OTHER
