Crime Date,Agency,Description,Type,Group
4-17-17,TROOP 7 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-17-17,TROOP 4 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-14-17,TROOP 4 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-13-17,TROOP 4 STATE POLICE,Larceny/From All Other Yards,Theft,PROPERTY
4-13-17,TROOP 4 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-10-17,TROOP 4 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-10-17,TROOP 4 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-06-17,SUSSEX HALFWAY HOUSE,Escape/Must Identify Institution Type,Local fugitive,OTHER
4-05-17,TROOP 4 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-05-17,SUSSEX HALFWAY HOUSE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-05-17,SUSSEX HALFWAY HOUSE,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-04-17,TROOP 5 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-04-17,TROOP 4 STATE POLICE,IMPERSONATION,Fraud,OTHER
4-04-17,TROOP 4 STATE POLICE,Heroin/Possession with Intent to Deliver,Drugs,DRUGS
4-04-17,TROOP 4 STATE POLICE,Heroin/Possession with Intent to Deliver,Drugs,DRUGS
4-04-17,TROOP 4 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-04-17,TROOP 4 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-04-17,TROOP 4 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-04-17,TROOP 4 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-04-17,TROOP 4 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
3-30-17,TROOP 4 STATE POLICE,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
