Crime Date,Agency,Description,Type,Group
4-25-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-24-17,DEL. RIV & BAY AUTH,Receiving Stolen Property,Stolen property,OTHER
4-24-17,DEL. RIV & BAY AUTH,Traffic Offense/Free Text,Traffic,OTHER
4-24-17,DEL. RIV & BAY AUTH,Traffic Offense/Free Text,Traffic,OTHER
4-21-17,NEW CASTLE COUNTY PD,Identity Theft, ,
4-17-17,NEW CASTLE COUNTY PD,Drug Overdose/Illegal Substances,Drugs,DRUGS
4-16-17,DEL. RIV & BAY AUTH,Marijuana/Possession,Drugs,DRUGS
4-13-17,TROOP 2 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-13-17,WILMINGTON PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-11-17,NEW CASTLE COUNTY PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-11-17,NEW CASTLE COUNTY PD,Contempt of Court,Obstruction of justice -- courts,OTHER
4-11-17,NEW CASTLE COUNTY PD,Obstructing a Court Order,Obstruction of justice -- courts,OTHER
4-04-17,DEL. RIV & BAY AUTH,Marijuana/Possession,Drugs,DRUGS
4-04-17,DEL. RIV & BAY AUTH,Possession of Drug Paraphernalia,Drugs,DRUGS
4-04-17,DEL. RIV & BAY AUTH,Local Fugitive/Wanted,Local fugitive,OTHER
3-30-17,NEW CASTLE COUNTY PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
