Crime Date,Agency,Description,Type,Group
4-22-17,SEAFORD PD,Drug Overdose/Illegal Substances,Drugs,DRUGS
4-21-17,SEAFORD PD,Heroin/Possession,Drugs,DRUGS
4-21-17,SEAFORD PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-21-17,SEAFORD PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-21-17,SEAFORD PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-21-17,SEAFORD PD,Consumption of Liquor/Underage,Drunkeness,OTHER
4-21-17,SEAFORD PD,Moving Violation/Traffic,Traffic,OTHER
4-21-17,SEAFORD PD,Drug Overdose/Illegal Substances,Drugs,DRUGS
4-20-17,SEAFORD PD,Trespassing/Free Text,Trespassing,OTHER
4-20-17,SEAFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-19-17,SEAFORD PD,Heroin/Possession,Drugs,DRUGS
4-19-17,SEAFORD PD,Heroin/Possession,Drugs,DRUGS
4-19-17,SEAFORD PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-19-17,SEAFORD PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-19-17,SEAFORD PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-16-17,SEAFORD PD,Flight to Avoid Prosecution/Out-of-State Fugitive,Local fugitive,OTHER
4-14-17,SEAFORD PD,Domestic/Family/Verbal,Domestic,OTHER
4-12-17,SEAFORD PD,Trespassing/Free Text,Trespassing,OTHER
4-12-17,SEAFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-12-17,SEAFORD PD,Larceny/Shoplifting,Theft,PROPERTY
4-12-17,BLADES PD,IMPERSONATION,Fraud,OTHER
4-12-17,BLADES PD,IMPERSONATION,Fraud,OTHER
4-12-17,BLADES PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-12-17,BLADES PD,Traffic Offense/Free Text,Traffic,OTHER
4-12-17,BLADES PD,Traffic Offense/Free Text,Traffic,OTHER
4-10-17,SEAFORD PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-10-17,SEAFORD PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-10-17,SEAFORD PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-10-17,SEAFORD PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-06-17,SEAFORD PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-06-17,SEAFORD PD,Larceny/From Building,Theft,PROPERTY
4-06-17,SEAFORD PD,Damage/Private Property,Criminal mischief,OTHER
4-04-17,SEAFORD PD,Domestic/Family/Verbal,Domestic,OTHER
4-03-17,SEAFORD PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
3-31-17,SEAFORD PD,IMPERSONATION,Fraud,OTHER
3-31-17,SEAFORD PD,Possession of Drug Paraphernalia,Drugs,DRUGS
3-31-17,SEAFORD PD,Possession of Drug Paraphernalia,Drugs,DRUGS
3-31-17,SEAFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
3-30-17,SEAFORD PD,Larceny/From Building,Theft,PROPERTY
3-30-17,SEAFORD PD,Larceny/From Building,Theft,PROPERTY
3-30-17,SEAFORD PD,Larceny/From Building,Theft,PROPERTY
3-30-17,SEAFORD PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
3-30-17,SEAFORD PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
3-30-17,SEAFORD PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
3-30-17,SEAFORD PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
