Crime Date,Agency,Description,Type,Group
4-24-17,DHSS ANIMAL WELFARE,Delinquency,Delinquency,OTHER
4-24-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-19-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-18-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-18-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-18-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-18-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-15-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-13-17,WYOMING POLICE DEPARTMENT,Domestic/Non-Family/Verbal,Domestic,OTHER
4-10-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-05-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-30-17,TROOP 3 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
3-30-17,TROOP 3 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
