Crime Date,Agency,Description,Type,Group
4-23-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-23-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-23-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-20-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-19-17,NEW CASTLE COUNTY PD,Violation of Protection From Abuse Order (PFA),Obstruction of justice -- courts,OTHER
4-17-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-17-17,NEW CASTLE COUNTY PD,Fraud/Mail,Fraud,OTHER
4-17-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-17-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-17-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-17-17,NEW CASTLE COUNTY PD,Heroin/Possession,Drugs,DRUGS
4-14-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-14-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-11-17,NEW CASTLE COUNTY PD,Vehicle Theft Locally Stolen-Recovered Other,Vehicle theft,PROPERTY
4-02-17,NEW CASTLE COUNTY PD,IMPERSONATION,Fraud,OTHER
4-02-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
