Crime Date,Agency,Description,Type,Group
4-24-17,MILFORD PD,Larceny/From All Other Yards,Theft,PROPERTY
4-21-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-20-17,MILFORD PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-19-17,MILFORD PD,Intimidation Police Officer (Terr. Threat,Assault,OTHER
4-19-17,MILFORD PD,Obstructing Police/Hindering Police Officer/Free Text,Obstruction of justice -- police,OTHER
4-19-17,MILFORD PD,Disorderly Conduct/Liquor Involvement,Disorderly conduct,OTHER
4-19-17,MILFORD PD,Trespassing/Free Text,Trespassing,OTHER
4-19-17,MILFORD PD,Domestic/Family/Verbal,Domestic,OTHER
4-14-17,MILFORD PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-13-17,MILFORD PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-13-17,MILFORD PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-12-17,MILFORD PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-12-17,MILFORD PD,Larceny/From Building,Theft,PROPERTY
4-12-17,MILFORD PD,Larceny/From Building,Theft,PROPERTY
4-12-17,MILFORD PD,Larceny/From Building,Theft,PROPERTY
4-12-17,MILFORD PD,Damage/Private Property,Criminal mischief,OTHER
4-11-17,MILFORD PD,Domestic/Family/Verbal,Domestic,OTHER
4-11-17,MILFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-11-17,MILFORD PD,Marijuana/Possession with Intent to Deliver,Drugs,DRUGS
4-11-17,MILFORD PD,Marijuana/Possession with Intent to Deliver,Drugs,DRUGS
4-11-17,MILFORD PD,Cocaine/Possession,Drugs,DRUGS
4-11-17,MILFORD PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-11-17,MILFORD PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-11-17,MILFORD PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-11-17,MILFORD PD,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
4-11-17,MILFORD PD,Possession of Weapon,Weapons,WEAPONS
4-11-17,MILFORD PD,Possession of Weapon,Weapons,WEAPONS
4-11-17,MILFORD PD,Illegally Selling a Weapon, ,
4-10-17,MILFORD PD,Damage/Private Property,Criminal mischief,OTHER
4-10-17,MILFORD PD,Larceny/From All Other Yards,Theft,PROPERTY
4-10-17,MILFORD PD,Disorderly Conduct/Liquor Involvement,Disorderly conduct,OTHER
4-08-17,MILFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-07-17,MILFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-07-17,MILFORD PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-07-17,MILFORD PD,Domestic/Family/Verbal,Domestic,OTHER
4-05-17,MILFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-04-17,MILFORD PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-03-17,MILFORD PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-03-17,MILFORD PD,Larceny/From Building,Theft,PROPERTY
4-03-17,MILFORD PD,Damage/Business Property,Criminal mischief,OTHER
4-03-17,MILFORD PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-03-17,MILFORD PD,Larceny/From Building,Theft,PROPERTY
4-03-17,MILFORD PD,Damage/Business Property,Criminal mischief,OTHER
4-03-17,MILFORD PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-02-17,MILFORD PD,Domestic/Family/Verbal,Domestic,OTHER
3-31-17,MILFORD PD,IMPERSONATION,Fraud,OTHER
3-31-17,MILFORD PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
