Crime Date,Agency,Description,Type,Group
4-18-17,DOVER PD,Cocaine/Possession with Intent to Deliver,Drugs,DRUGS
4-18-17,DOVER PD,Cocaine/Possession with Intent to Deliver,Drugs,DRUGS
4-18-17,DOVER PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-18-17,DOVER PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-11-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-11-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-11-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-10-17,DOVER PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-10-17,DOVER PD,Obstructing a Criminal Investigation/Material Witness/Hindering Prosecution,Obstruction of justice -- police,OTHER
4-10-17,DOVER PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-09-17,DOVER PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-09-17,DOVER PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-09-17,DOVER PD,Intimidation Police Officer (Terr. Threat,Assault,OTHER
4-09-17,DOVER PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-09-17,DOVER PD,Damage/Private Property,Criminal mischief,OTHER
4-09-17,DOVER PD,Damage/Private Property,Criminal mischief,OTHER
4-09-17,DOVER PD,Liquor/Free Text,Liquor,OTHER
4-09-17,DOVER PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-09-17,DOVER PD,Disorderly Conduct/Liquor Involvement,Disorderly conduct,OTHER
4-07-17,DOVER PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-07-17,DOVER PD,Larceny/Shoplifting,Theft,PROPERTY
4-02-17,TROOP 3 STATE POLICE,Driving Under the Influence/Liquor,Traffic,OTHER
4-02-17,TROOP 3 STATE POLICE,Driving Under the Influence/Liquor,Traffic,OTHER
3-30-17,DOVER PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-30-17,DOVER PD,Conditional Release Violation,Obstruction of justice -- courts,OTHER
3-30-17,DOVER PD,Heroin/Possession with Intent to Deliver,Drugs,DRUGS
3-30-17,DOVER PD,Heroin/Possession with Intent to Deliver,Drugs,DRUGS
3-30-17,DOVER PD,Heroin/Possession with Intent to Deliver,Drugs,DRUGS
3-30-17,DOVER PD,Marijuana/Possession,Drugs,DRUGS
3-30-17,DOVER PD,Possession of Drug Paraphernalia,Drugs,DRUGS
3-30-17,DOVER PD,Possession of Drug Paraphernalia,Drugs,DRUGS
