Crime Date,Agency,Description,Type,Group
4-13-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-13-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-13-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-13-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-13-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-13-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-13-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-13-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-13-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-13-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-13-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-04-17,TROOP 9 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
