Crime Date,Agency,Description,Type,Group
4-16-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-12-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-05-17,TROOP 3 STATE POLICE,Identity Theft, ,
3-31-17,TROOP 3 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
3-31-17,TROOP 3 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
3-31-17,TROOP 3 STATE POLICE,Traffic Offense/Free Text,Traffic,OTHER
3-31-17,TROOP 3 STATE POLICE,Traffic Offense/Free Text,Traffic,OTHER
3-31-17,TROOP 3 STATE POLICE,Traffic Offense/Free Text,Traffic,OTHER
3-30-17,TROOP 3 STATE POLICE,Larceny/From Building,Theft,PROPERTY
3-30-17,TROOP 3 STATE POLICE,Damage/Business Property,Criminal mischief,OTHER
3-30-17,CAMDEN PD,Resisting Arrest,Obstruction of justice -- police,OTHER
3-30-17,CAMDEN PD,Resisting Arrest,Obstruction of justice -- police,OTHER
