Crime Date,Agency,Description,Type,Group
4-24-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-22-17,TROOP 7 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-22-17,TROOP 7 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-12-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-12-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-09-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-05-17,TROOP 7 STATE POLICE,Drug Overdose/Illegal Substances,Drugs,DRUGS
3-31-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
3-31-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-31-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
