Crime Date,Agency,Description,Type,Group
4-24-17,WILMINGTON PD,Public Peace/Free Text/Criminal Nuisance,Disorderly conduct,OTHER
4-19-17,WILMINGTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-19-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-19-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-18-17,WILMINGTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-18-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-18-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-18-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-18-17,WILMINGTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-06-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-05-17,TROOP 6 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-04-17,TROOP 6 STATE POLICE,Sale of Stolen Property,Stolen property,OTHER
4-04-17,WILMINGTON PD,Marijuana/Free Text,Drugs,DRUGS
4-04-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-03-17,TROOP 6 STATE POLICE,Sale of Stolen Property,Stolen property,OTHER
3-31-17,WILMINGTON PD,Larceny/Shoplifting,Theft,PROPERTY
3-30-17,WILMINGTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
3-30-17,UNIVERSITY OF DE. POLICE DEPT.,Damage/Business Property,Criminal mischief,OTHER
