Crime Date,Agency,Description,Type,Group
4-18-17,TROOP 7 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-17-17,TROOP 7 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-17-17,TROOP 7 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-17-17,TROOP 7 STATE POLICE,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-17-17,TROOP 7 STATE POLICE,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-17-17,TROOP 7 STATE POLICE,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-17-17,TROOP 7 STATE POLICE,Public Peace/Free Text/Criminal Nuisance,Disorderly conduct,OTHER
4-17-17,TROOP 7 STATE POLICE,Public Peace/Free Text/Criminal Nuisance,Disorderly conduct,OTHER
4-06-17,TROOP 7 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-06-17,TROOP 7 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
