Crime Date,Agency,Description,Type,Group
4-25-17,NEW CASTLE CITY PD,Larceny/Shoplifting,Theft,PROPERTY
4-22-17,NEW CASTLE CITY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,NEW CASTLE CITY PD,Larceny/Shoplifting,Theft,PROPERTY
4-18-17,NEW CASTLE CITY PD,Larceny/Shoplifting,Theft,PROPERTY
4-13-17,NEW CASTLE CITY PD,Larceny/Vehicle Parts/From Auto/Attached,Theft,PROPERTY
4-08-17,NEW CASTLE CITY PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-08-17,NEW CASTLE CITY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-08-17,NEW CASTLE CITY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-08-17,NEW CASTLE CITY PD,Damage/Private Property,Criminal mischief,OTHER
4-08-17,NEW CASTLE CITY PD,Trespassing/Free Text,Trespassing,OTHER
4-02-17,NEW CASTLE CITY PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
3-30-17,NEW CASTLE CITY PD,Fraud/Free Text,Fraud,OTHER
3-30-17,NEW CASTLE CITY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-30-17,NEW CASTLE CITY PD,Obstructing Police/Hindering Police Officer/Free Text,Obstruction of justice -- police,OTHER
