Crime Date,Agency,Description,Type,Group
4-25-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-24-17,WILMINGTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-24-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-21-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-21-17,WILMINGTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-21-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-21-17,WILMINGTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-21-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-21-17,WILMINGTON PD,Larceny/Shoplifting,Theft,PROPERTY
4-19-17,WILMINGTON PD,Kidnap Minor,Kidnap,VIOLENT
4-19-17,WILMINGTON PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-16-17,WILMINGTON PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-16-17,WILMINGTON PD,Larceny/From Building,Theft,PROPERTY
4-14-17,WILMINGTON PD,Unauthorized Use of Motor Vehicle,Vehicle theft,PROPERTY
4-10-17,WILMINGTON PD,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-10-17,WILMINGTON PD,Larceny/From Building,Theft,PROPERTY
4-10-17,WILMINGTON PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-08-17,WILMINGTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-08-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-06-17,WILMINGTON PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-04-17,WILMINGTON PD,Larceny/From Building,Theft,PROPERTY
4-02-17,WILMINGTON PD,Larceny/From Building,Theft,PROPERTY
3-31-17,WILMINGTON PD,Unauthorized Use of Motor Vehicle,Vehicle theft,PROPERTY
3-30-17,WILMINGTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
