Crime Date,Agency,Description,Type,Group
4-26-17,WILMINGTON PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-26-17,WILMINGTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-23-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-21-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-20-17,WILMINGTON PD,Local Statute/Free Text,Local statute,OTHER
4-20-17,NEW CASTLE COUNTY PD,Domestic/Family/Verbal,Domestic,OTHER
4-19-17,WILMINGTON PD,Conservation/Free Text,Conservation,OTHER
4-19-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-17-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
4-16-17,WILMINGTON PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-16-17,WILMINGTON PD,Violation of Protection From Abuse Order (PFA),Obstruction of justice -- courts,OTHER
4-14-17,WILMINGTON PD,Burglary/Forced Entry/Free Text NonResidence,Burglary,PROPERTY
4-14-17,WILMINGTON PD,Damage/Business Property,Criminal mischief,OTHER
4-14-17,WILMINGTON PD,Conservation/Environment,Conservation,OTHER
4-14-17,WILMINGTON PD,Conservation/Environment,Conservation,OTHER
4-14-17,WILMINGTON PD,Conservation/Environment,Conservation,OTHER
4-13-17,WILMINGTON PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-13-17,WILMINGTON PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-13-17,WILMINGTON PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-13-17,WILMINGTON PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-13-17,WILMINGTON PD,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-13-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-13-17,WILMINGTON PD,Opium or Derivative/Possession,Drugs,DRUGS
4-13-17,WILMINGTON PD,Marijuana/Possession,Drugs,DRUGS
4-13-17,WILMINGTON PD,Cocaine/Possession with Intent to Deliver,Drugs,DRUGS
4-13-17,WILMINGTON PD,Cocaine/Possession with Intent to Deliver,Drugs,DRUGS
4-13-17,WILMINGTON PD,Cocaine/Possession with Intent to Deliver,Drugs,DRUGS
4-13-17,WILMINGTON PD,Loitering/Adult,Disorderly conduct,OTHER
4-12-17,WILMINGTON PD,Non-Narcotic Tranquilizer and Depressant/Possession,Drugs,DRUGS
4-12-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-12-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-12-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-10-17,WILMINGTON PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-08-17,WILMINGTON PD,Heroin/Possession with Intent to Deliver,Drugs,DRUGS
4-08-17,WILMINGTON PD,Marijuana/Possession,Drugs,DRUGS
4-08-17,WILMINGTON PD,Carrying Prohibited,Weapons,WEAPONS
4-08-17,WILMINGTON PD,Carrying Prohibited,Weapons,WEAPONS
4-08-17,WILMINGTON PD,Carrying Prohibited,Weapons,WEAPONS
4-08-17,WILMINGTON PD,Carrying Prohibited,Weapons,WEAPONS
4-08-17,WILMINGTON PD,Carrying Prohibited,Weapons,WEAPONS
4-08-17,WILMINGTON PD,Carrying Prohibited,Weapons,WEAPONS
4-08-17,WILMINGTON PD,Possession of Weapon,Weapons,WEAPONS
4-08-17,WILMINGTON PD,Possession of Weapon,Weapons,WEAPONS
4-07-17,WILMINGTON PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-07-17,WILMINGTON PD,Vehicle Theft Locally Stolen-Locally Recover,Vehicle theft,PROPERTY
4-07-17,WILMINGTON PD,Possession of Stolen Vehicle,Traffic,OTHER
4-06-17,WILMINGTON PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-06-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-06-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-06-17,WILMINGTON PD,Moving Violation/Traffic,Traffic,OTHER
4-05-17,WILMINGTON PD,Larceny/From All Other Yards,Theft,PROPERTY
4-05-17,WILMINGTON PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-04-17,WILMINGTON PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-04-17,WILMINGTON PD,Larceny/From Building,Theft,PROPERTY
