Crime Date,Agency,Description,Type,Group
4-24-17,TROOP 9 STATE POLICE,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-23-17,TROOP 9 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
4-22-17,TROOP 9 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-22-17,TROOP 9 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-18-17,SMYRNA PD,Marijuana/Possession,Drugs,DRUGS
4-17-17,TROOP 9 STATE POLICE,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-17-17,TROOP 9 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-13-17,TROOP 3 STATE POLICE,Aggravated Assault/Non-Family Strong-Arm/Hands/Fist/Feet,Aggravated assault,VIOLENT
4-13-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-13-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-13-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-11-17,SMYRNA PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-11-17,SMYRNA PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-09-17,TROOP 9 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-09-17,TROOP 9 STATE POLICE,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-09-17,TROOP 9 STATE POLICE,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-01-17,SMYRNA PD,Hit and Run,Traffic,OTHER
4-01-17,SMYRNA PD,Hit and Run,Traffic,OTHER
