Crime Date,Agency,Description,Type,Group
4-14-17,TROOP 3 STATE POLICE,PCP/Possession,Drugs,DRUGS
4-14-17,TROOP 3 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-14-17,TROOP 3 STATE POLICE,Driving Under the Influence/Drugs,Traffic,OTHER
4-14-17,TROOP 3 STATE POLICE,Driving Under the Influence/Drugs,Traffic,OTHER
4-14-17,TROOP 3 STATE POLICE,Driving Under the Influence/Drugs,Traffic,OTHER
4-14-17,TROOP 3 STATE POLICE,Driving Under the Influence/Drugs,Traffic,OTHER
4-09-17,TROOP 3 STATE POLICE,Methamphetamine/Possession,Drugs,DRUGS
4-09-17,TROOP 3 STATE POLICE,Driving Under the Influence/Liquor,Traffic,OTHER
4-09-17,TROOP 3 STATE POLICE,Driving Under the Influence/Liquor,Traffic,OTHER
4-09-17,TROOP 3 STATE POLICE,Driving Under the Influence/Liquor,Traffic,OTHER
4-06-17,TROOP 3 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
