Crime Date,Agency,Description,Type,Group
4-27-17,MILFORD PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-24-17,MILFORD PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-22-17,MILFORD PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-21-17,MILFORD PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-18-17,MILFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-17-17,MILFORD PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-15-17,MILFORD PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-15-17,MILFORD PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-14-17,MILFORD PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-12-17,MILFORD PD,Filing a False Report,Obstruction of justice -- police,OTHER
4-11-17,MILFORD PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-10-17,MILFORD PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-10-17,MILFORD PD,Violation of Protection From Abuse Order (PFA),Obstruction of justice -- courts,OTHER
4-10-17,MILFORD PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-10-17,MILFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-08-17,MILFORD PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-07-17,MILFORD PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-07-17,MILFORD PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-07-17,MILFORD PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-07-17,MILFORD PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-07-17,MILFORD PD,Violation of Protection From Abuse Order (PFA),Obstruction of justice -- courts,OTHER
4-07-17,MILFORD PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-05-17,MILFORD PD,Larceny/Shoplifting,Theft,PROPERTY
4-05-17,MILFORD PD,Possession of Shoplifting Tools,Theft,PROPERTY
4-05-17,MILFORD PD,Larceny/From Building,Theft,PROPERTY
4-04-17,MILFORD PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-04-17,MILFORD PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-03-17,MILFORD PD,Hit and Run,Traffic,OTHER
4-03-17,MILFORD PD,Hit and Run,Traffic,OTHER
4-03-17,MILFORD PD,Hit and Run,Traffic,OTHER
4-03-17,MILFORD PD,Hit and Run,Traffic,OTHER
4-03-17,MILFORD PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-03-17,MILFORD PD,Domestic/Family/Verbal,Domestic,OTHER
4-02-17,MILFORD PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-02-17,MILFORD PD,Marijuana/Possession,Drugs,DRUGS
4-01-17,MILFORD PD,Larceny/Shoplifting,Theft,PROPERTY
4-01-17,MILFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
3-30-17,MILFORD PD,Possession of Drug Paraphernalia,Drugs,DRUGS
3-30-17,MILFORD PD,Local Fugitive/Wanted,Local fugitive,OTHER
