Crime Date,Agency,Description,Type,Group
4-19-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-19-17,NEW CASTLE COUNTY PD,Forgery/Check,Forgery,OTHER
4-18-17,TROOP 6 STATE POLICE,Hit and Run,Traffic,OTHER
4-18-17,TROOP 6 STATE POLICE,Hit and Run,Traffic,OTHER
4-18-17,TROOP 6 STATE POLICE,Hit and Run,Traffic,OTHER
4-18-17,TROOP 6 STATE POLICE,Hit and Run,Traffic,OTHER
4-18-17,TROOP 6 STATE POLICE,Hit and Run,Traffic,OTHER
4-18-17,TROOP 6 STATE POLICE,Hit and Run,Traffic,OTHER
4-09-17,TROOP 6 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-06-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-04-17,TROOP 6 STATE POLICE,Damage/Business Property,Criminal mischief,OTHER
4-03-17,NEW CASTLE COUNTY PD,Domestic/Non-Family/Verbal,Domestic,OTHER
