Crime Date,Agency,Description,Type,Group
4-27-17,CAMDEN PD,Burglary/No Forced Entry/NonResidence,Burglary,PROPERTY
4-27-17,CAMDEN PD,Larceny/From Building,Theft,PROPERTY
4-24-17,CAMDEN PD,Identity Theft, ,
4-23-17,CAMDEN PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-17-17,CAMDEN PD,Trespassing/Free Text,Trespassing,OTHER
4-12-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-12-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-12-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-10-17,CAMDEN PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-08-17,CAMDEN PD,Kidnap/Free Text,Kidnap,VIOLENT
4-08-17,CAMDEN PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-08-17,CAMDEN PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-08-17,CAMDEN PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-08-17,CAMDEN PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-06-17,TROOP 3 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-06-17,TROOP 3 STATE POLICE,Moving Violation/Traffic,Traffic,OTHER
4-06-17,CAMDEN PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-06-17,CAMDEN PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-05-17,CAMDEN PD,Unauthorized Use of Motor Vehicle,Vehicle theft,PROPERTY
4-04-17,DEPT. OF JUSTICE N/C,Insurance Fraud,Fraud,OTHER
