Crime Date,Agency,Description,Type,Group
4-22-17,CLAYTON PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-19-17,CLAYTON PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,CLAYTON PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-18-17,CLAYTON PD,Traffic Offense/Free Text,Traffic,OTHER
4-18-17,CLAYTON PD,Traffic Offense/Free Text,Traffic,OTHER
4-18-17,CLAYTON PD,Traffic Offense/Free Text,Traffic,OTHER
4-18-17,CLAYTON PD,Traffic Offense/Free Text,Traffic,OTHER
4-11-17,CLAYTON PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-11-17,CLAYTON PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-10-17,CLAYTON PD,Aggravated Assault/Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-10-17,CLAYTON PD,Damage/Private Property,Criminal mischief,OTHER
4-09-17,CLAYTON PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-09-17,CLAYTON PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-09-17,CLAYTON PD,Traffic Offense/Free Text,Traffic,OTHER
4-08-17,CLAYTON PD,Marijuana/Possession,Drugs,DRUGS
4-06-17,CLAYTON PD,Damage/Public Property,Criminal mischief,OTHER
4-04-17,SMYRNA PD,Sale of Stolen Property,Stolen property,OTHER
4-03-17,CLAYTON PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-01-17,CLAYTON PD,Marijuana/Possession,Drugs,DRUGS
4-01-17,CLAYTON PD,Traffic Offense/Free Text,Traffic,OTHER
4-01-17,CLAYTON PD,Traffic Offense/Free Text,Traffic,OTHER
3-31-17,CLAYTON PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
