Crime Date,Agency,Description,Type,Group
4-25-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-24-17,NEW CASTLE COUNTY PD,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-24-17,NEW CASTLE COUNTY PD,Aggravated Assault/Family Strong-Arm/Hands/Fist/Feet,Aggravated assault,VIOLENT
4-24-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-24-17,NEW CASTLE COUNTY PD,Obstructing a Court Order,Obstruction of justice -- courts,OTHER
4-16-17,TROOP 2 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-16-17,TROOP 2 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-16-17,TROOP 2 STATE POLICE,Theft/False Pretense or Promise,Fraud,OTHER
4-16-17,TROOP 2 STATE POLICE,Theft/False Pretense or Promise,Fraud,OTHER
4-09-17,NEW CASTLE COUNTY PD,Aggravated Assault/Other Strong-Arm/Hands/Fist/Feet,Aggravated assault,VIOLENT
4-06-17,NEW CASTLE COUNTY PD,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-03-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-03-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-03-17,NEW CASTLE COUNTY PD,Larceny Controlled Substance Non Registered Facility,Theft,PROPERTY
4-01-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-01-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-01-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-01-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-30-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
