Crime Date,Agency,Description,Type,Group
4-23-17,TROOP 9 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-20-17,CHESWOLD POLICE DEPT.,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-12-17,CHESWOLD POLICE DEPT.,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-12-17,CHESWOLD POLICE DEPT.,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-12-17,CHESWOLD POLICE DEPT.,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-12-17,CHESWOLD POLICE DEPT.,Damage/Private Property,Criminal mischief,OTHER
4-12-17,CHESWOLD POLICE DEPT.,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-11-17,TROOP 9 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-10-17,CHESWOLD POLICE DEPT.,Fraud/Swindle/Flimflam,Fraud,OTHER
4-04-17,CHESWOLD POLICE DEPT.,Domestic/Non-Family/Verbal,Domestic,OTHER
4-04-17,CHESWOLD POLICE DEPT.,Domestic/Non-Family/Verbal,Domestic,OTHER
4-02-17,TROOP 9 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-02-17,CHESWOLD POLICE DEPT.,Domestic/Family/Verbal,Domestic,OTHER
3-31-17,CHESWOLD POLICE DEPT.,Possession of Drug Paraphernalia,Drugs,DRUGS
3-30-17,TROOP 9 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
3-30-17,TROOP 9 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
