Crime Date,Agency,Description,Type,Group
4-26-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-20-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
4-19-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,TROOP 2 STATE POLICE,Burglary/Forced Entry/NonResidence,Burglary,PROPERTY
4-18-17,TROOP 2 STATE POLICE,Burglary/Possession of Tools,Burglary,PROPERTY
4-18-17,TROOP 2 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-18-17,TROOP 2 STATE POLICE,Damage/Business Property,Criminal mischief,OTHER
4-18-17,TROOP 2 STATE POLICE,Failure to Keep Controlled Substance in Original Container,Drugs,DRUGS
4-18-17,TROOP 2 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-18-17,TROOP 2 STATE POLICE,Resisting Arrest,Obstruction of justice -- police,OTHER
4-18-17,NEW CASTLE COUNTY PD,Drug Overdose/Illegal Substances,Drugs,DRUGS
4-17-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-17-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-17-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-15-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-15-17,NEW CASTLE COUNTY PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-14-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-13-17,TROOP 1 STATE POLICE,Robbery/Gun Convenience Store,Robbery,VIOLENT
4-13-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-11-17,TROOP 1 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-11-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-10-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-10-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-10-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-06-17,NEW CASTLE COUNTY PD,Drug Overdose/Illegal Substances,Drugs,DRUGS
4-05-17,TROOP 2 STATE POLICE,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-04-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-02-17,TROOP 1 STATE POLICE,Burglary/Forced Entry/NonResidence,Burglary,PROPERTY
4-02-17,TROOP 1 STATE POLICE,Burglary/Possession of Tools,Burglary,PROPERTY
4-02-17,TROOP 1 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-02-17,TROOP 1 STATE POLICE,Damage/Business Property,Criminal mischief,OTHER
4-02-17,NEW CASTLE COUNTY PD,Unauthorized Use of Motor Vehicle,Vehicle theft,PROPERTY
3-31-17,TROOP 2 STATE POLICE,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
3-31-17,TROOP 2 STATE POLICE,Burglary/Forced Entry/Free Text NonResidence,Burglary,PROPERTY
3-31-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
