Crime Date,Agency,Description,Type,Group
4-22-17,TROOP 9 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-21-17,TROOP 9 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-20-17,TROOP 9 STATE POLICE,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-19-17,TROOP 9 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
4-18-17,TROOP 9 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-15-17,TROOP 9 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-10-17,TROOP 9 STATE POLICE,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-10-17,TROOP 9 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-10-17,TROOP 9 STATE POLICE,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
4-05-17,TROOP 9 STATE POLICE,Larceny/From Building,Theft,PROPERTY
3-30-17,TROOP 9 STATE POLICE,Simple Assault/Family/Other Assaults/Non-Aggravated,Assault,OTHER
3-30-17,TROOP 9 STATE POLICE,Aggravated Assault/Family Other Dangerous Weapon,Aggravated assault,VIOLENT
3-30-17,TROOP 9 STATE POLICE,Aggravated Assault/Family Other Dangerous Weapon,Aggravated assault,VIOLENT
3-30-17,TROOP 9 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
3-30-17,TROOP 9 STATE POLICE,Possession of Weapon,Weapons,WEAPONS
3-30-17,TROOP 9 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
