Crime Date,Agency,Description,Type,Group
4-22-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-22-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-22-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-21-17,TROOP 6 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-20-17,TROOP 2 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-18-17,TROOP 2 STATE POLICE,Burglary/Possession of Tools,Burglary,PROPERTY
4-18-17,TROOP 2 STATE POLICE,Burglary/Forced Entry/Free Text NonResidence,Burglary,PROPERTY
4-18-17,TROOP 2 STATE POLICE,Burglary/Forced Entry/Free Text NonResidence,Burglary,PROPERTY
4-18-17,TROOP 2 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-18-17,TROOP 2 STATE POLICE,Damage/Business Property,Criminal mischief,OTHER
4-15-17,NEW CASTLE COUNTY PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-14-17,NEW CASTLE COUNTY PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-14-17,NEW CASTLE COUNTY PD,Obstructing a Court Order,Obstruction of justice -- courts,OTHER
4-11-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-10-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-04-17,TROOP 2 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-04-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-03-17,NEW CASTLE COUNTY PD,Obstructing a Court Order,Obstruction of justice -- courts,OTHER
4-03-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-03-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-03-17,NEW CASTLE COUNTY PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-03-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-02-17,NEW CASTLE COUNTY PD,Damage/Business Property,Criminal mischief,OTHER
4-02-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-01-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-01-17,NEW CASTLE COUNTY PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-01-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-01-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-01-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Other Dangerous Weapon,Aggravated assault,VIOLENT
4-01-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-01-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-01-17,NEW CASTLE COUNTY PD,Obstructing Police/Hindering Police Officer/Free Text,Obstruction of justice -- police,OTHER
4-01-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-01-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-01-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-01-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-01-17,NEW CASTLE COUNTY PD,Contributing to the Delinquency of a Minor/Endangering the Welfare of a Child,Domestic,OTHER
3-30-17,TROOP 2 STATE POLICE,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
