Crime Date,Agency,Description,Type,Group
4-25-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-23-17,GEORGETOWN PD,Marijuana/Possession,Drugs,DRUGS
4-21-17,GEORGETOWN PD,Burglary/Forced Entry/NonResidence,Burglary,PROPERTY
4-21-17,GEORGETOWN PD,Damage/Business Property,Criminal mischief,OTHER
4-20-17,GEORGETOWN PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-18-17,TROOP 4 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-15-17,GEORGETOWN PD,Damage/Public Property,Criminal mischief,OTHER
4-15-17,GEORGETOWN PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-12-17,GEORGETOWN PD,Larceny/Shoplifting,Theft,PROPERTY
4-12-17,GEORGETOWN PD,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-12-17,GEORGETOWN PD,IMPERSONATION,Fraud,OTHER
4-12-17,GEORGETOWN PD,Heroin/Possession,Drugs,DRUGS
4-12-17,GEORGETOWN PD,Possession of Drug Paraphernalia,Drugs,DRUGS
4-12-17,GEORGETOWN PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-12-17,GEORGETOWN PD,Moving Violation/Traffic,Traffic,OTHER
4-12-17,GEORGETOWN PD,Moving Violation/Traffic,Traffic,OTHER
4-12-17,GEORGETOWN PD,Moving Violation/Traffic,Traffic,OTHER
4-12-17,GEORGETOWN PD,Moving Violation/Traffic,Traffic,OTHER
4-12-17,GEORGETOWN PD,Robbery/Strong-Arm Residence,Robbery,VIOLENT
4-12-17,GEORGETOWN PD,Robbery/Strong-Arm Residence,Robbery,VIOLENT
4-12-17,GEORGETOWN PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-12-17,GEORGETOWN PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-11-17,GEORGETOWN PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-09-17,GEORGETOWN PD,Trespassing/Free Text,Trespassing,OTHER
4-08-17,GEORGETOWN PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-08-17,GEORGETOWN PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-08-17,GEORGETOWN PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-07-17,GEORGETOWN PD,Larceny/Shoplifting,Theft,PROPERTY
4-07-17,GEORGETOWN PD,Larceny/From Building,Theft,PROPERTY
4-07-17,GEORGETOWN PD,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-06-17,GEORGETOWN PD,Trespassing/Free Text,Trespassing,OTHER
4-06-17,GEORGETOWN PD,Theft/False Pretense or Promise,Fraud,OTHER
4-06-17,GEORGETOWN PD,Theft/False Pretense or Promise,Fraud,OTHER
4-06-17,GEORGETOWN PD,Theft/False Pretense or Promise,Fraud,OTHER
4-05-17,GEORGETOWN PD,Disorderly Conduct/Unrelated to Liquor,Disorderly conduct,OTHER
4-04-17,GEORGETOWN PD,Failure to Register as Sex Offender, ,
4-04-17,GEORGETOWN PD,Failure to Register as Sex Offender, ,
4-03-17,GEORGETOWN PD,Larceny/Bicycles,Theft,PROPERTY
4-03-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-01-17,TROOP 4 STATE POLICE,Damage/Public Property,Criminal mischief,OTHER
3-31-17,GEORGETOWN PD,Trespassing/Free Text,Trespassing,OTHER
3-30-17,GEORGETOWN PD,Larceny/From All Other Yards,Theft,PROPERTY
3-30-17,GEORGETOWN PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-30-17,GEORGETOWN PD,Larceny/From All Other Yards,Theft,PROPERTY
3-30-17,GEORGETOWN PD,Local Fugitive/Wanted,Local fugitive,OTHER
