Crime Date,Agency,Description,Type,Group
4-22-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-20-17,TROOP 1 STATE POLICE,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-20-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-20-17,NEW CASTLE COUNTY PD,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-20-17,NEW CASTLE COUNTY PD,Possession of Weapon,Weapons,WEAPONS
4-19-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-19-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-19-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-14-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-14-17,TROOP 1 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-14-17,TROOP 1 STATE POLICE,Identity Theft, ,
4-10-17,NEW CASTLE COUNTY PD,Home Repair/Service Fraud,Fraud,OTHER
4-05-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-05-17,TROOP 1 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-04-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-04-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-04-17,TROOP 1 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-03-17,TROOP 1 STATE POLICE,Larceny/From Building,Theft,PROPERTY
3-31-17,TROOP 2 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
3-31-17,TROOP 1 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
