Crime Date,Agency,Description,Type,Group
4-22-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-22-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-16-17,TROOP 2 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-16-17,TROOP 2 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-16-17,TROOP 2 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-13-17,NEW CASTLE COUNTY PD,Theft of Services From All Other Yards,Theft,PROPERTY
4-13-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-11-17,TROOP 2 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-07-17,NEW CASTLE COUNTY PD,Simple Assault/Non-Family/Other Assaults/Non-Aggravated,Assault,OTHER
4-07-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-06-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-06-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-06-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-02-17,NEW CASTLE COUNTY PD,Marijuana/Possession,Drugs,DRUGS
3-31-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-31-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
3-30-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-30-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
