Crime Date,Agency,Description,Type,Group
4-09-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-09-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-09-17,TROOP 3 STATE POLICE,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-09-17,TROOP 3 STATE POLICE,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-09-17,TROOP 3 STATE POLICE,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-09-17,TROOP 3 STATE POLICE,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-09-17,TROOP 3 STATE POLICE,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-09-17,TROOP 3 STATE POLICE,Possession of Weapon,Weapons,WEAPONS
4-09-17,TROOP 3 STATE POLICE,Possession of Weapon,Weapons,WEAPONS
4-09-17,TROOP 3 STATE POLICE,Weapon Offense/Free Text,Weapons,WEAPONS
